timestamp,total_load,is_extreme_90,threshold_90,threshold_95
2014-01-01 00:00:00,442.4950174444259,0,1357.0401500625997,1484.9449044018597
2014-01-01 01:00:00,422.18084911376513,0,1357.0401500625997,1484.9449044018597
2014-01-01 02:00:00,416.7783902537942,0,1357.0401500625997,1484.9449044018597
2014-01-01 03:00:00,414.1763111303425,0,1357.0401500625997,1484.9449044018597
2014-01-01 04:00:00,403.92949911693637,0,1357.0401500625997,1484.9449044018597
2014-01-01 05:00:00,392.76139562004283,0,1357.0401500625997,1484.9449044018597
2014-01-01 06:00:00,398.66022663730115,0,1357.0401500625997,1484.9449044018597
2014-01-01 07:00:00,407.96115500971086,0,1357.0401500625997,1484.9449044018597
2014-01-01 08:00:00,427.675888486609,0,1357.0401500625997,1484.9449044018597
2014-01-01 09:00:00,462.8993194144755,0,1357.0401500625997,1484.9449044018597
2014-01-01 10:00:00,509.20020014513284,0,1357.0401500625997,1484.9449044018597
2014-01-01 11:00:00,520.7078679604804,0,1357.0401500625997,1484.9449044018597
2014-01-01 12:00:00,581.7981565378773,0,1357.0401500625997,1484.9449044018597
2014-01-01 13:00:00,567.3675288387712,0,1357.0401500625997,1484.9449044018597
2014-01-01 14:00:00,578.2603247766311,0,1357.0401500625997,1484.9449044018597
2014-01-01 15:00:00,567.1956665860938,0,1357.0401500625997,1484.9449044018597
2014-01-01 16:00:00,577.7864342710096,0,1357.0401500625997,1484.9449044018597
2014-01-01 17:00:00,607.1930612198573,0,1357.0401500625997,1484.9449044018597
2014-01-01 18:00:00,635.5401107457376,0,1357.0401500625997,1484.9449044018597
2014-01-01 19:00:00,643.7972723529339,0,1357.0401500625997,1484.9449044018597
2014-01-01 20:00:00,636.0118988977024,0,1357.0401500625997,1484.9449044018597
2014-01-01 21:00:00,619.6802052539645,0,1357.0401500625997,1484.9449044018597
2014-01-01 22:00:00,591.5958726268165,0,1357.0401500625997,1484.9449044018597
2014-01-01 23:00:00,548.4122065978662,0,1357.0401500625997,1484.9449044018597
2014-01-02 00:00:00,502.72108242091815,0,1357.0401500625997,1484.9449044018597
2014-01-02 01:00:00,429.74228761387866,0,1357.0401500625997,1484.9449044018597
2014-01-02 02:00:00,416.2791229305874,0,1357.0401500625997,1484.9449044018597
2014-01-02 03:00:00,417.9863800383147,0,1357.0401500625997,1484.9449044018597
2014-01-02 04:00:00,424.3148132375758,0,1357.0401500625997,1484.9449044018597
2014-01-02 05:00:00,461.8566839017335,0,1357.0401500625997,1484.9449044018597
2014-01-02 06:00:00,523.6755470411538,0,1357.0401500625997,1484.9449044018597
2014-01-02 07:00:00,606.7180311121396,0,1357.0401500625997,1484.9449044018597
2014-01-02 08:00:00,658.3013411857803,0,1357.0401500625997,1484.9449044018597
2014-01-02 09:00:00,807.227751650058,0,1357.0401500625997,1484.9449044018597
2014-01-02 10:00:00,912.1242402731416,0,1357.0401500625997,1484.9449044018597
2014-01-02 11:00:00,941.9488352743937,0,1357.0401500625997,1484.9449044018597
2014-01-02 12:00:00,973.7212606100939,0,1357.0401500625997,1484.9449044018597
2014-01-02 13:00:00,980.2205549515505,0,1357.0401500625997,1484.9449044018597
2014-01-02 14:00:00,982.4540958272096,0,1357.0401500625997,1484.9449044018597
2014-01-02 15:00:00,990.3020742442728,0,1357.0401500625997,1484.9449044018597
2014-01-02 16:00:00,1013.5593119586471,0,1357.0401500625997,1484.9449044018597
2014-01-02 17:00:00,1049.6396581611773,0,1357.0401500625997,1484.9449044018597
2014-01-02 18:00:00,1070.2458039984683,0,1357.0401500625997,1484.9449044018597
2014-01-02 19:00:00,1070.7346385280005,0,1357.0401500625997,1484.9449044018597
2014-01-02 20:00:00,1035.9972160228776,0,1357.0401500625997,1484.9449044018597
2014-01-02 21:00:00,959.0320016804668,0,1357.0401500625997,1484.9449044018597
2014-01-02 22:00:00,871.0240817033019,0,1357.0401500625997,1484.9449044018597
2014-01-02 23:00:00,745.3107904173601,0,1357.0401500625997,1484.9449044018597
2014-01-03 00:00:00,618.6333631022231,0,1357.0401500625997,1484.9449044018597
2014-01-03 01:00:00,499.3982794729211,0,1357.0401500625997,1484.9449044018597
2014-01-03 02:00:00,475.9698960495422,0,1357.0401500625997,1484.9449044018597
2014-01-03 03:00:00,471.3592523602608,0,1357.0401500625997,1484.9449044018597
2014-01-03 04:00:00,465.4698967831543,0,1357.0401500625997,1484.9449044018597
2014-01-03 05:00:00,494.78884989148486,0,1357.0401500625997,1484.9449044018597
2014-01-03 06:00:00,561.9950925242376,0,1357.0401500625997,1484.9449044018597
2014-01-03 07:00:00,637.6820243896549,0,1357.0401500625997,1484.9449044018597
2014-01-03 08:00:00,694.2415239220941,0,1357.0401500625997,1484.9449044018597
2014-01-03 09:00:00,834.4402428916928,0,1357.0401500625997,1484.9449044018597
2014-01-03 10:00:00,1016.1197834481295,0,1357.0401500625997,1484.9449044018597
2014-01-03 11:00:00,969.2706334146341,0,1357.0401500625997,1484.9449044018597
2014-01-03 12:00:00,996.5925414146237,0,1357.0401500625997,1484.9449044018597
2014-01-03 13:00:00,1012.0127749210293,0,1357.0401500625997,1484.9449044018597
2014-01-03 14:00:00,991.347144874991,0,1357.0401500625997,1484.9449044018597
2014-01-03 15:00:00,1010.5540585069813,0,1357.0401500625997,1484.9449044018597
2014-01-03 16:00:00,1016.0684449361723,0,1357.0401500625997,1484.9449044018597
2014-01-03 17:00:00,1064.139498565066,0,1357.0401500625997,1484.9449044018597
2014-01-03 18:00:00,1091.6340921562946,0,1357.0401500625997,1484.9449044018597
2014-01-03 19:00:00,1089.7378838375064,0,1357.0401500625997,1484.9449044018597
2014-01-03 20:00:00,1065.9218738638456,0,1357.0401500625997,1484.9449044018597
2014-01-03 21:00:00,1015.1451828583552,0,1357.0401500625997,1484.9449044018597
2014-01-03 22:00:00,902.6318100658712,0,1357.0401500625997,1484.9449044018597
2014-01-03 23:00:00,779.0500421956871,0,1357.0401500625997,1484.9449044018597
2014-01-04 00:00:00,640.4387985113344,0,1357.0401500625997,1484.9449044018597
2014-01-04 01:00:00,538.3428014122962,0,1357.0401500625997,1484.9449044018597
2014-01-04 02:00:00,504.13674128255,0,1357.0401500625997,1484.9449044018597
2014-01-04 03:00:00,467.5516676902965,0,1357.0401500625997,1484.9449044018597
2014-01-04 04:00:00,463.5160265182403,0,1357.0401500625997,1484.9449044018597
2014-01-04 05:00:00,473.9260675071803,0,1357.0401500625997,1484.9449044018597
2014-01-04 06:00:00,545.1367941328599,0,1357.0401500625997,1484.9449044018597
2014-01-04 07:00:00,620.4073248268468,0,1357.0401500625997,1484.9449044018597
2014-01-04 08:00:00,672.1369113000521,0,1357.0401500625997,1484.9449044018597
2014-01-04 09:00:00,835.4755268883187,0,1357.0401500625997,1484.9449044018597
2014-01-04 10:00:00,967.3548550046594,0,1357.0401500625997,1484.9449044018597
2014-01-04 11:00:00,993.0837267866677,0,1357.0401500625997,1484.9449044018597
2014-01-04 12:00:00,991.1870249760537,0,1357.0401500625997,1484.9449044018597
2014-01-04 13:00:00,988.9030718999642,0,1357.0401500625997,1484.9449044018597
2014-01-04 14:00:00,983.4358181856388,0,1357.0401500625997,1484.9449044018597
2014-01-04 15:00:00,996.7214436045803,0,1357.0401500625997,1484.9449044018597
2014-01-04 16:00:00,995.821677101961,0,1357.0401500625997,1484.9449044018597
2014-01-04 17:00:00,1053.3353954320423,0,1357.0401500625997,1484.9449044018597
2014-01-04 18:00:00,1083.2403719947395,0,1357.0401500625997,1484.9449044018597
2014-01-04 19:00:00,1061.4313825322256,0,1357.0401500625997,1484.9449044018597
2014-01-04 20:00:00,1036.9970826281785,0,1357.0401500625997,1484.9449044018597
2014-01-04 21:00:00,977.6265587128121,0,1357.0401500625997,1484.9449044018597
2014-01-04 22:00:00,899.2487810692996,0,1357.0401500625997,1484.9449044018597
2014-01-04 23:00:00,761.8917100141934,0,1357.0401500625997,1484.9449044018597
2014-01-05 00:00:00,624.0624067041001,0,1357.0401500625997,1484.9449044018597
2014-01-05 01:00:00,514.1350088158713,0,1357.0401500625997,1484.9449044018597
2014-01-05 02:00:00,480.8130455820151,0,1357.0401500625997,1484.9449044018597
2014-01-05 03:00:00,470.82918394897837,0,1357.0401500625997,1484.9449044018597
2014-01-05 04:00:00,433.7012186150469,0,1357.0401500625997,1484.9449044018597
2014-01-05 05:00:00,462.33629505718847,0,1357.0401500625997,1484.9449044018597
2014-01-05 06:00:00,534.9333303308771,0,1357.0401500625997,1484.9449044018597
2014-01-05 07:00:00,608.3086931349469,0,1357.0401500625997,1484.9449044018597
2014-01-05 08:00:00,660.2590799702501,0,1357.0401500625997,1484.9449044018597
2014-01-05 09:00:00,824.8293626492857,0,1357.0401500625997,1484.9449044018597
2014-01-05 10:00:00,961.8071832115705,0,1357.0401500625997,1484.9449044018597
2014-01-05 11:00:00,969.234059051868,0,1357.0401500625997,1484.9449044018597
2014-01-05 12:00:00,990.4403522274321,0,1357.0401500625997,1484.9449044018597
2014-01-05 13:00:00,973.6102847737794,0,1357.0401500625997,1484.9449044018597
