,actual_load,ensemble_mean,ensemble_variance,pi_width,residual,resid_volatility,lstm_abs_error,arima_abs_error,is_extreme_demand
2014-01-08 00:00:00,595.8519844555074,577.67944,69.11276,78.52363070066161,18.172541096132363,0.0,18.172541096132363,50.773074472892176,0
2014-01-08 01:00:00,487.22695107043546,511.4664,74.668106,78.52363070066156,-24.239449076048917,0.0,24.239449076048917,6.783872024348,0
2014-01-08 02:00:00,464.1131562710976,469.7167,24.794857,78.52363070066167,-5.603549051168045,21.20599508609064,5.603549051168045,2.902927127986004,0
2014-01-08 03:00:00,459.4703775512144,455.8063,12.690248,78.52363070066156,3.664072619573801,17.356958715919202,3.664072619573801,9.587257480789845,0
2014-01-08 04:00:00,457.5007384879025,455.66888,21.684391,78.5236307006615,1.8318542105587312,15.3833658840899,1.8318542105587312,10.54312617722536,0
2014-01-08 05:00:00,473.94083064226095,480.8274,40.21499,78.52363070066156,-6.886561935864052,13.844479453844356,6.886561935864052,1.3366475464187602,0
2014-01-08 06:00:00,547.9074255631962,539.2207,56.339985,78.52363070066167,8.68672243819617,12.812531205656384,8.68672243819617,12.752117739668392,0
2014-01-08 07:00:00,626.6140013949896,617.4379,82.00587,78.52363070066167,9.17607414889585,12.456342711445156,9.17607414889585,11.703387451537537,0
2014-01-08 08:00:00,682.1755755926453,677.07324,98.412605,78.52363070066167,5.102333405145259,12.0942920135771,5.102333405145259,18.192956293973566,0
2014-01-08 09:00:00,827.3167182980357,812.556,134.45537,78.52363070066167,14.760688024598153,11.490054449463008,14.760688024598153,20.155966478384357,0
2014-01-08 10:00:00,978.204403688155,916.97784,72.147156,78.52363070066178,61.226559449873776,11.645317028934851,61.226559449873776,14.371454087135021,0
2014-01-08 11:00:00,956.47701714174,993.9453,38.596786,78.52363070066167,-37.46829535825998,20.214746486602635,37.46829535825998,41.54164818833533,0
2014-01-08 12:00:00,990.2724552583792,978.0334,42.382206,78.52363070066167,12.239069027910432,23.047297142008343,12.239069027910432,6.859677946671582,0
2014-01-08 13:00:00,974.1023389756284,994.8068,43.16775,78.52363070066156,-20.704484754840337,22.25077422898299,20.704484754840337,12.960264580708781,0
2014-01-08 14:00:00,990.6144036870066,970.76624,69.41316,78.52363070066178,19.848168335444143,22.41485602086892,19.848168335444143,8.925351184872625,0
2014-01-08 15:00:00,989.3721642645268,999.4335,64.17227,78.52363070066167,-10.06130741516074,22.06581900583649,10.06130741516074,8.360603613519629,0
