,total_load,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,is_weekend,is_holiday_MA,lag_1h,lag_24h,lag_168h
2006-01-09 00:00:00,0.10866860223973457,0.5,1.0,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.15927001244296973,0.44794690999585246,0.371042471042471
2006-01-09 01:00:00,0.06470344255495647,0.6294095225512604,0.9829629131445341,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.10866860223973457,0.09456656988801326,0.3494208494208494
2006-01-09 02:00:00,0.04728328494400663,0.75,0.9330127018922194,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.06470344255495647,0.3981750311074244,0.3420849420849421
2006-01-09 03:00:00,0.041476565740356686,0.8535533905932737,0.8535533905932737,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.04728328494400663,0.05806719203649935,0.0976833976833977
2006-01-09 04:00:00,0.03940273745333883,0.9330127018922193,0.75,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.041476565740356686,0.049357113231024485,0.09613899613899615
2006-01-09 05:00:00,0.22853587722936547,0.9829629131445341,0.6294095225512604,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.03940273745333883,0.048527581916217366,0.10849420849420852
2006-01-09 06:00:00,0.2820406470344256,1.0,0.5,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.22853587722936547,0.41518042306097064,0.14633204633204636
2006-01-09 07:00:00,0.1476565740356699,0.9829629131445341,0.3705904774487397,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.2820406470344256,0.06968063044379924,0.21814671814671818
2006-01-09 08:00:00,0.36831190377436746,0.9330127018922194,0.2500000000000001,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.1476565740356699,0.49605972625466616,0.4150579150579151
2006-01-09 09:00:00,0.2903359601824969,0.8535533905932737,0.14644660940672627,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.36831190377436746,0.5226047283284945,0.4135135135135135
2006-01-09 10:00:00,0.17669017005391957,0.75,0.06698729810778065,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.2903359601824969,0.22314392368311903,0.2123552123552124
2006-01-09 11:00:00,0.19493985897967647,0.6294095225512605,0.0170370868554659,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.17669017005391957,0.226047283284944,0.21853281853281856
2006-01-09 12:00:00,0.1613438407299876,0.5000000000000001,0.0,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.19493985897967647,0.21443384487764416,0.2281853281853282
2006-01-09 13:00:00,0.13687266694317712,0.37059047744873963,0.017037086855465844,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.1613438407299876,0.21318954790543349,0.34401544401544404
2006-01-09 14:00:00,0.11737868104520943,0.2500000000000001,0.06698729810778059,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.13687266694317712,0.20821236001659066,0.08803088803088807
2006-01-09 15:00:00,0.10410618000829536,0.14644660940672644,0.14644660940672605,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.11737868104520943,0.20696806304437998,0.31698841698841695
2006-01-09 16:00:00,0.1953546246370801,0.06698729810778081,0.24999999999999978,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.10410618000829536,0.1795935296557445,0.31853281853281856
2006-01-09 17:00:00,0.1219411032766487,0.017037086855465844,0.3705904774487397,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.1953546246370801,0.19037743674823726,0.3409266409266408
2006-01-09 18:00:00,0.22895064288676897,0.0,0.4999999999999999,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.1219411032766487,0.18871837411862297,0.3949806949806949
2006-01-09 19:00:00,0.2501036914143509,0.01703708685546579,0.6294095225512601,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.22895064288676897,0.3566984653670677,0.3965250965250965
2006-01-09 20:00:00,0.294068851099129,0.0669872981077807,0.75,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.2501036914143509,0.3737038573206139,0.3768339768339768
2006-01-09 21:00:00,0.2733305682289506,0.14644660940672616,0.8535533905932737,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.294068851099129,0.377436748237246,0.34401544401544404
2006-01-09 22:00:00,0.2496889257569474,0.24999999999999978,0.9330127018922192,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.2733305682289506,0.35255080879303197,0.11737451737451735
2006-01-09 23:00:00,0.16922438822065533,0.3705904774487392,0.9829629131445341,0.5,1.0,0.75,0.9330127018922194,0.0,0.0,0.2496889257569474,0.15927001244296973,0.07567567567567571
2006-01-10 00:00:00,0.15636665284114476,0.5,1.0,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.16922438822065533,0.10866860223973457,0.040926640926640945
2006-01-10 01:00:00,0.1281625881377022,0.6294095225512604,0.9829629131445341,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.15636665284114476,0.06470344255495647,0.01814671814671817
2006-01-10 02:00:00,0.1202820406470344,0.75,0.9330127018922194,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.1281625881377022,0.04728328494400663,0.0050193050193050315
2006-01-10 03:00:00,0.12525922853587723,0.8535533905932737,0.8535533905932737,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.1202820406470344,0.041476565740356686,0.0
2006-01-10 04:00:00,0.13770219825798424,0.9330127018922193,0.75,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.12525922853587723,0.03940273745333883,0.0011583011583011782
2006-01-10 05:00:00,0.1675653255910411,0.9829629131445341,0.6294095225512604,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.13770219825798424,0.22853587722936547,0.013513513513513514
2006-01-10 06:00:00,0.23102447117378683,1.0,0.5,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.1675653255910411,0.2820406470344256,0.20424710424710427
2006-01-10 07:00:00,0.33927830775611784,0.9829629131445341,0.3705904774487397,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.23102447117378683,0.1476565740356699,0.11081081081081082
2006-01-10 08:00:00,0.34425549564496066,0.9330127018922194,0.2500000000000001,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.33927830775611784,0.36831190377436746,0.10463320463320466
2006-01-10 09:00:00,0.28369970966403985,0.8535533905932737,0.14644660940672627,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.34425549564496066,0.2903359601824969,0.07528957528957533
2006-01-10 10:00:00,0.23600165906262965,0.75,0.06698729810778065,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.28369970966403985,0.17669017005391957,0.27451737451737457
2006-01-10 11:00:00,0.19784321858150145,0.6294095225512605,0.0170370868554659,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.23600165906262965,0.19493985897967647,0.061003861003861015
2006-01-10 12:00:00,0.17005391953546245,0.5000000000000001,0.0,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.19784321858150145,0.1613438407299876,0.06988416988416987
2006-01-10 13:00:00,0.14267938614682707,0.37059047744873963,0.017037086855465844,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.17005391953546245,0.13687266694317712,0.27258687258687264
2006-01-10 14:00:00,0.12484446287847367,0.2500000000000001,0.06698729810778059,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.14267938614682707,0.11737868104520943,0.25907335907335904
2006-01-10 15:00:00,0.11447532144338451,0.14644660940672644,0.14644660940672605,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.12484446287847367,0.10410618000829536,0.2586872586872587
2006-01-10 16:00:00,0.12111157196184158,0.06698729810778081,0.24999999999999978,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.11447532144338451,0.1953546246370801,0.14980694980694984
2006-01-10 17:00:00,0.16092907507258397,0.017037086855465844,0.3705904774487397,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.12111157196184158,0.1219411032766487,0.3277992277992279
2006-01-10 18:00:00,0.2621318954790543,0.0,0.4999999999999999,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.16092907507258397,0.22895064288676897,0.35057915057915057
2006-01-10 19:00:00,0.3372044794691,0.01703708685546579,0.6294095225512601,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.2621318954790543,0.2501036914143509,0.45212355212355215
2006-01-10 20:00:00,0.35089174616341773,0.0669872981077807,0.75,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.3372044794691,0.294068851099129,0.4555984555984556
2006-01-10 21:00:00,0.34798838656159264,0.14644660940672616,0.8535533905932737,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.35089174616341773,0.2733305682289506,0.4467181467181467
2006-01-10 22:00:00,0.3222729158025716,0.24999999999999978,0.9330127018922192,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.34798838656159264,0.2496889257569474,0.4227799227799228
2006-01-10 23:00:00,0.2749896308585649,0.3705904774487392,0.9829629131445341,0.9009688679024191,0.8019377358048384,0.75,0.9330127018922194,0.0,0.0,0.3222729158025716,0.16922438822065533,0.37953667953667947
2006-01-11 00:00:00,0.2293654085441726,0.5,1.0,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.2749896308585649,0.15636665284114476,0.16833976833976835
2006-01-11 01:00:00,0.19742845292409794,0.6294095225512604,0.9829629131445341,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.2293654085441726,0.1281625881377022,0.1308880308880309
2006-01-11 02:00:00,0.18996267109083365,0.75,0.9330127018922194,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.19742845292409794,0.1202820406470344,0.11274131274131274
2006-01-11 03:00:00,0.18705931148900873,0.8535533905932737,0.8535533905932737,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.18996267109083365,0.12525922853587723,0.10231660231660236
2006-01-11 04:00:00,0.1862297801742016,0.9330127018922193,0.75,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.18705931148900873,0.13770219825798424,0.28957528957528966
2006-01-11 05:00:00,0.20074657818332647,0.9829629131445341,0.6294095225512604,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.1862297801742016,0.1675653255910411,0.11119691119691119
2006-01-11 06:00:00,0.2455412691829117,1.0,0.5,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.20074657818332647,0.23102447117378683,0.14594594594594598
2006-01-11 07:00:00,0.3425964330153464,0.9829629131445341,0.3705904774487397,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.2455412691829117,0.33927830775611784,0.21969111969111968
2006-01-11 08:00:00,0.33678971381169637,0.9330127018922194,0.2500000000000001,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.3425964330153464,0.34425549564496066,0.23166023166023167
2006-01-11 09:00:00,0.27581916217337216,0.8535533905932737,0.14644660940672627,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.33678971381169637,0.28369970966403985,0.22432432432432434
2006-01-11 10:00:00,0.15678141849854832,0.75,0.06698729810778065,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.27581916217337216,0.23600165906262965,0.22972972972972974
2006-01-11 11:00:00,0.19037743674823726,0.6294095225512605,0.0170370868554659,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.15678141849854832,0.19784321858150145,0.24401544401544398
2006-01-11 12:00:00,0.1584404811281626,0.5000000000000001,0.0,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.19037743674823726,0.17005391953546245,0.2648648648648648
2006-01-11 13:00:00,0.13106594773952718,0.37059047744873963,0.017037086855465844,1.0,0.3568958678922095,0.75,0.9330127018922194,0.0,0.0,0.1584404811281626,0.14267938614682707,0.3613899613899614
