index,actual_load,adaptive_p2,lstm_abs_error,is_extreme
2010-01-08 00:00:00,101.3,0.0,26.95914001464844,0
2010-01-08 01:00:00,92.1,0.0,30.26421966552735,0
2010-01-08 02:00:00,87.2,0.0,27.82455139160156,0
2010-01-08 03:00:00,85.5,6.1777372954627765,19.29486083984375,0
2010-01-08 04:00:00,85.3,7.428250051766668,11.805445861816407,0
2010-01-08 05:00:00,88.2,10.52228710070628,10.485607910156247,0
2010-01-08 06:00:00,98.1,4.641856755958237,10.05975189208985,0
2010-01-08 07:00:00,116.5,32.957416185513054,3.239463806152344,0
2010-01-08 08:00:00,124.1,32.01196776607614,7.456976318359381,0
2010-01-08 09:00:00,122.6,28.384657829424043,5.708792114257818,0
2010-01-08 10:00:00,121.9,27.062618169298588,0.3958114624023494,0
2010-01-08 11:00:00,121.8,41.87201195640179,0.5955932617187472,0
2010-01-08 12:00:00,120.7,17.13465484747961,1.7618301391601534,0
2010-01-08 13:00:00,119.1,14.691675931394471,1.731398010253912,0
2010-01-08 14:00:00,179.9,80.2261145176358,62.98778381347657,0
2010-01-08 15:00:00,183.9,117.44457815524957,50.55536499023438,0
2010-01-08 16:00:00,193.0,128.98336609352097,46.06733703613281,0
2010-01-08 17:00:00,213.9,101.66913798810515,39.44841613769532,0
2010-01-08 18:00:00,244.3,109.5570799933065,68.78591613769532,1
2010-01-08 19:00:00,131.3,58.62801123378921,85.4110137939453,0
2010-01-08 20:00:00,258.2,140.41617716494588,47.7519561767578,1
2010-01-08 21:00:00,257.3,313.66264510923486,86.41880493164064,1
2010-01-08 22:00:00,253.3,293.1935740236047,64.1928680419922,1
2010-01-08 23:00:00,114.6,213.79025370067905,105.77649536132812,0
2010-01-09 00:00:00,104.4,97.95741810534989,119.4870391845703,0
2010-01-09 01:00:00,233.3,178.8237897269126,68.71877746582032,0
2010-01-09 02:00:00,90.5,244.93325392160523,30.700645446777344,0
2010-01-09 03:00:00,233.0,239.6153341676798,86.35661315917969,0
2010-01-09 04:00:00,88.4,215.5727583565663,69.1314483642578,0
2010-01-09 05:00:00,89.9,155.23048037024492,113.01824340820312,0
2010-01-09 06:00:00,94.7,155.74799166223121,100.6018798828125,0
2010-01-09 07:00:00,255.2,159.96035063395334,57.1015655517578,1
2010-01-09 08:00:00,264.7,297.3109815729749,53.72767944335936,1
2010-01-09 09:00:00,123.4,172.60419105223352,96.66401062011718,0
2010-01-09 10:00:00,126.2,103.89293738000629,50.94013671875,0
2010-01-09 11:00:00,258.6,172.90412079698325,84.4981628417969,1
2010-01-09 12:00:00,124.5,186.20167155398147,63.70072937011719,0
2010-01-09 13:00:00,125.5,70.58966607635553,74.89778137207031,0
2010-01-09 14:00:00,129.0,5.011929355722202,29.69883728027344,0
2010-01-09 15:00:00,133.2,16.209336404520798,17.633328247070324,0
2010-01-09 16:00:00,190.6,136.5914097276876,52.96727905273437,0
2010-01-09 17:00:00,201.2,141.76681641600663,61.45433349609374,0
2010-01-09 18:00:00,228.3,117.45973549689501,67.90292053222657,0
2010-01-09 19:00:00,244.4,128.55916900975856,46.60840454101563,1
2010-01-09 20:00:00,248.2,116.97798014527717,34.5039093017578,1
2010-01-09 21:00:00,134.8,17.891647941750847,102.6008331298828,0
2010-01-09 22:00:00,248.1,123.03577361409612,57.26487121582031,1
2010-01-09 23:00:00,116.1,55.43176378162539,70.76715698242188,0
2010-01-10 00:00:00,236.1,138.89712614308422,38.31151733398437,0
2010-01-10 01:00:00,230.2,102.14934159895984,89.54706115722655,0
2010-01-10 02:00:00,228.5,132.64594567745576,12.653518676757812,0
2010-01-10 03:00:00,229.5,95.17540430603097,21.13154602050781,0
2010-01-10 04:00:00,233.0,125.04816104954989,42.97134399414063,0
2010-01-10 05:00:00,238.7,110.02492738873872,30.64677734374999,1
2010-01-10 06:00:00,247.1,110.53149828139652,24.977761840820307,1
2010-01-10 07:00:00,258.4,95.30712619976461,23.3125061035156,1
2010-01-10 08:00:00,269.6,90.35859793142362,12.842492675781273,1
2010-01-10 09:00:00,273.3,110.94861941258779,64.6395233154297,1
2010-01-10 10:00:00,262.9,94.89006290043284,42.87753906249998,1
2010-01-10 11:00:00,241.7,68.7043751471351,8.870608520507801,1
2010-01-10 12:00:00,222.7,106.19653747374326,8.006787109375011,0
2010-01-10 13:00:00,212.7,111.58809879203866,16.9847442626953,0
2010-01-10 14:00:00,204.9,111.2686893064126,13.40802612304688,0
2010-01-10 15:00:00,197.0,112.53849506710094,13.476593017578123,0
2010-01-10 16:00:00,195.7,98.49361879442077,9.379336547851551,0
2010-01-10 17:00:00,207.9,97.61660974948316,22.416235351562506,0
2010-01-10 18:00:00,236.6,110.26650117792707,34.878259277343744,0
2010-01-10 19:00:00,254.0,93.67953943122177,38.44502258300781,1
2010-01-10 20:00:00,260.6,84.51317510084226,35.280862426757835,1
2010-01-10 21:00:00,264.4,111.17657744522799,26.3669494628906,1
2010-01-10 22:00:00,260.5,69.08157533891193,15.0623779296875,1
2010-01-10 23:00:00,251.7,112.39496103213119,0.8405487060546761,1
2010-01-11 00:00:00,100.1,79.8367169862192,104.56999816894532,0
2010-01-11 01:00:00,242.3,123.4202938136635,99.25358276367189,1
2010-01-11 02:00:00,89.7,88.65482983448,71.59721069335937,0
2010-01-11 03:00:00,90.0,82.57392368204239,78.8447265625,0
2010-01-11 04:00:00,253.7,98.96477547899957,63.6180450439453,1
2010-01-11 05:00:00,97.3,74.6203669570167,126.36329956054688,0
2010-01-11 06:00:00,111.4,81.33835192091911,123.94696960449218,0
2010-01-11 07:00:00,135.2,77.79014125615498,57.0180633544922,0
2010-01-11 08:00:00,141.1,74.66482720834952,61.70946350097657,0
2010-01-11 09:00:00,134.2,72.1803551252155,27.730618286132824,0
2010-01-11 10:00:00,128.4,75.60248966415692,52.34938964843749,0
2010-01-11 11:00:00,218.0,99.79556788796123,46.96334838867188,0
2010-01-11 12:00:00,198.7,120.6976597319132,14.359530639648426,0
2010-01-11 13:00:00,112.7,96.7599630942799,38.71549682617187,0
